age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
44,Private,Bachelors,married,Sales,Husband,White,Male,0,0,40,United_States,1
47,Private,Some_college,divorced,Adm_clerical,Other_relative,White,Female,0,0,40,United_States,0
73,Private,Prof_school,married,Prof_specialty,Husband,White,Male,0,0,40,United_States,0
66,Private,Bachelors,married,Adm_clerical,Husband,Asian_Pac_Islander,Male,0,0,40,Other,0
53,Private,Some_college,married,Adm_clerical,Husband,White,Male,0,0,50,United_States,1
43,State_gov,Bachelors,married,Exec_managerial,Husband,White,Male,0,0,55,United_States,1
57,State_gov,Doctorate,married,Prof_specialty,Husband,White,Male,0,0,40,United_States,1
44,Private,Voc,divorced,Machine_op_inspct,Own_child,White,Female,0,0,45,United_States,0
59,Private,Bachelors,married,Exec_managerial,Husband,White,Male,0,2002,50,United_States,0
52,Self_emp_not_inc,HS_grad,not_married,Other_service,Other_relative,Black,Female,0,0,40,United_States,0
46,Private,Some_college,not_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,0
20,Private,Some_college,not_married,Other_service,Own_child,White,Female,0,0,40,United_States,0
37,Federal_gov,HS_grad,married,Adm_clerical,Husband,White,Male,0,0,40,United_States,1
41,Self_emp_not_inc,Some_college,married,Exec_managerial,Husband,White,Male,0,0,50,United_States,0
39,Federal_gov,HS_grad,married,Adm_clerical,Husband,Black,Male,0,1628,40,United_States,0
30,Private,HS_grad,married,Sales,Husband,White,Male,0,0,55,United_States,0
59,Private,Some_college,divorced,Machine_op_inspct,Not_in_family,White,Male,0,0,56,United_States,0
22,Private,Bachelors,not_married,Adm_clerical,Own_child,White,Female,0,0,40,United_States,0
40,Private,HS_grad,divorced,Adm_clerical,Unmarried,White,Female,0,0,30,United_States,0
39,Self_emp_not_inc,Bachelors,married,Prof_specialty,Husband,White,Male,0,0,50,United_States,0
24,Private,School,divorced,Handlers_cleaners,Unmarried,White,Female,0,0,58,United_States,0
63,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,40,United_States,1
51,Private,Voc,divorced,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,0
34,Self_emp_inc,Bachelors,not_married,Exec_managerial,Not_in_family,White,Male,0,0,50,United_States,0
38,Private,Voc,married,Exec_managerial,Husband,White,Male,0,0,50,United_States,1
17,Private,School,not_married,Sales,Own_child,White,Female,0,0,15,United_States,0
20,Private,Some_college,not_married,Adm_clerical,Own_child,White,Female,0,0,25,United_States,0
42,Self_emp_not_inc,HS_grad,married,Craft_repair,Husband,White,Male,0,0,40,United_States,0
41,Private,Bachelors,married,Sales,Wife,White,Female,0,0,12,United_States,1
56,Local_gov,HS_grad,married,Exec_managerial,Husband,White,Male,0,0,40,United_States,0
17,Private,School,not_married,Sales,Own_child,White,Male,0,0,5,United_States,0
31,Private,Bachelors,married,Prof_specialty,Wife,White,Female,7688,0,43,United_States,1
23,Private,Some_college,married,Sales,Wife,White,Female,0,0,40,United_States,0
33,Private,Some_college,not_married,Prof_specialty,Own_child,White,Male,0,0,40,United_States,0
36,Local_gov,Bachelors,not_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,0
37,Private,School,married,Other_service,Husband,Asian_Pac_Islander,Male,0,0,40,United_States,0
52,Private,HS_grad,not_married,Craft_repair,Own_child,Black,Female,0,0,40,United_States,0
28,Private,HS_grad,married,Exec_managerial,Husband,White,Male,0,0,50,United_States,0
59,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,40,United_States,0
30,Private,School,not_married,Machine_op_inspct,Other_relative,Asian_Pac_Islander,Male,0,0,40,Other,0
32,Private,Voc,not_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
30,Private,School,not_married,Craft_repair,Not_in_family,White,Male,0,0,50,United_States,0
53,Private,HS_grad,married,Craft_repair,Husband,Black,Male,0,0,40,United_States,0
54,Self_emp_not_inc,School,married,Craft_repair,Husband,White,Male,0,0,36,United_States,0
26,Private,Bachelors,not_married,Exec_managerial,Not_in_family,Black,Male,0,0,50,United_States,0
34,Private,Bachelors,married,Machine_op_inspct,Not_in_family,Asian_Pac_Islander,Male,0,2339,40,United_States,0
31,Private,Voc,divorced,Sales,Not_in_family,Amer_Indian_Eskimo,Female,0,0,40,United_States,0
34,Private,HS_grad,not_married,Adm_clerical,Own_child,White,Male,0,0,40,United_States,0
58,Private,HS_grad,divorced,Tech_support,Not_in_family,White,Male,4787,0,39,United_States,1
30,State_gov,HS_grad,married,Protective_serv,Husband,White,Male,0,0,40,United_States,0
53,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,40,Other,0
27,Private,Some_college,divorced,Adm_clerical,Own_child,White,Female,0,0,20,United_States,0
23,Private,School,married,Handlers_cleaners,Husband,White,Male,0,0,40,Other,0
24,Private,Voc,married,Craft_repair,Husband,White,Male,0,0,45,United_States,0
36,Private,Bachelors,married,Sales,Husband,White,Male,0,1977,35,United_States,1
33,Federal_gov,HS_grad,divorced,Adm_clerical,Unmarried,Black,Female,0,0,35,United_States,0
22,State_gov,Some_college,not_married,Tech_support,Own_child,White,Female,0,0,10,United_States,0
47,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,44,United_States,0
34,Private,Voc,married,Sales,Husband,Black,Male,0,1902,50,United_States,1
44,Federal_gov,Prof_school,divorced,Prof_specialty,Unmarried,White,Male,0,0,40,United_States,1
41,Private,Voc,not_married,Prof_specialty,Not_in_family,White,Female,0,0,45,United_States,0
45,Private,HS_grad,not_married,Prof_specialty,Not_in_family,Asian_Pac_Islander,Male,0,0,4,United_States,0
24,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,44,Other,0
65,Private,Bachelors,married,Prof_specialty,Husband,White,Male,0,0,40,United_States,0
45,Private,Bachelors,divorced,Prof_specialty,Unmarried,White,Female,0,0,50,United_States,0
23,Private,Bachelors,not_married,Sales,Not_in_family,White,Male,0,0,55,United_States,0
54,Private,HS_grad,married,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
40,Private,School,not_married,Machine_op_inspct,Not_in_family,White,Female,0,0,37,Other,0
45,Private,School,divorced,Priv_house_serv,Unmarried,White,Female,0,0,35,Other,0
50,Private,HS_grad,married,Sales,Husband,White,Male,0,0,40,United_States,0
40,Private,Voc,not_married,Other_service,Other_relative,White,Male,0,0,25,United_States,0
24,Private,Some_college,not_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
42,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,1672,40,United_States,0
50,Private,Some_college,married,Sales,Husband,White,Male,0,0,60,United_States,1
58,Self_emp_not_inc,Some_college,divorced,Craft_repair,Unmarried,White,Male,0,0,40,United_States,0
47,Private,Some_college,married,Machine_op_inspct,Husband,White,Male,0,0,46,United_States,0
37,Private,Doctorate,married,Prof_specialty,Husband,White,Male,0,0,99,Other,1
37,Self_emp_not_inc,HS_grad,not_married,Craft_repair,Own_child,White,Male,0,0,35,United_States,0
22,Private,Voc,not_married,Transport_moving,Not_in_family,White,Male,0,0,45,United_States,0
29,Self_emp_not_inc,HS_grad,married,Transport_moving,Husband,White,Male,0,0,48,United_States,0
45,Private,Bachelors,married,Exec_managerial,Husband,Asian_Pac_Islander,Male,0,0,40,Other,1
49,Self_emp_not_inc,Some_college,married,Exec_managerial,Husband,White,Male,0,0,60,United_States,0
44,Local_gov,Voc,married,Transport_moving,Husband,White,Male,4386,0,40,United_States,1
72,Private,HS_grad,divorced,Other_service,Not_in_family,White,Female,0,0,16,United_States,0
63,Self_emp_not_inc,HS_grad,married,Other_service,Husband,White,Male,0,0,12,United_States,0
26,Private,HS_grad,married,Prof_specialty,Husband,White,Male,0,0,50,United_States,0
58,Self_emp_not_inc,Voc,married,Craft_repair,Husband,White,Male,0,0,42,United_States,0
40,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,50,United_States,0
56,Private,Some_college,married,Sales,Husband,White,Male,0,0,40,United_States,0
55,Self_emp_not_inc,Some_college,married,Farming_fishing,Husband,White,Male,0,0,72,United_States,0
28,Private,Bachelors,not_married,Sales,Other_relative,White,Female,0,0,45,United_States,0
57,Private,HS_grad,married,Exec_managerial,Wife,White,Female,0,0,40,United_States,0
37,Private,Masters,divorced,Exec_managerial,Not_in_family,White,Male,0,0,45,United_States,1
44,Private,HS_grad,divorced,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,0
31,Private,HS_grad,married,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
42,Private,Some_college,married,Adm_clerical,Husband,White,Male,0,0,40,Other,0
18,Private,Some_college,not_married,Other_service,Own_child,White,Female,0,0,25,United_States,0
57,Self_emp_not_inc,School,married,Craft_repair,Husband,White,Male,0,0,40,United_States,0
53,Local_gov,Some_college,married,Other_service,Husband,White,Male,0,0,35,United_States,0
38,Private,HS_grad,married,Exec_managerial,Husband,White,Male,0,0,44,United_States,1
33,Private,HS_grad,divorced,Sales,Not_in_family,White,Female,0,0,50,United_States,0
42,Private,Masters,divorced,Prof_specialty,Unmarried,White,Female,0,0,40,United_States,0
70,Private,HS_grad,married,Prof_specialty,Husband,White,Male,0,0,60,United_States,0
50,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,50,United_States,0
50,Private,HS_grad,married,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
28,Private,Voc,married,Handlers_cleaners,Husband,White,Male,0,0,40,Other,0
72,Federal_gov,School,divorced,Adm_clerical,Not_in_family,White,Female,0,0,8,Other,0
33,Private,HS_grad,married,Sales,Husband,White,Male,0,0,40,United_States,0
47,Private,HS_grad,married,Other_service,Husband,Asian_Pac_Islander,Male,0,0,25,Other,0
48,Private,Some_college,married,Prof_specialty,Husband,White,Male,0,0,40,United_States,1
64,Self_emp_not_inc,Bachelors,married,Prof_specialty,Husband,White,Male,0,0,24,United_States,1
19,Private,School,not_married,Priv_house_serv,Not_in_family,White,Female,0,0,35,United_States,0
48,Private,Voc,divorced,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,0
37,Private,HS_grad,married,Machine_op_inspct,Husband,White,Male,0,1848,48,United_States,1
55,Private,HS_grad,married,Craft_repair,Husband,White,Male,15024,0,35,United_States,1
24,Private,Masters,not_married,Priv_house_serv,Not_in_family,White,Female,0,0,45,United_States,0
42,Federal_gov,HS_grad,divorced,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,0
43,Private,HS_grad,married,Adm_clerical,Wife,White,Female,0,0,50,Other,1
34,Private,Voc,not_married,Craft_repair,Own_child,Black,Female,0,0,40,United_States,0
55,Self_emp_inc,Masters,married,Exec_managerial,Husband,White,Male,0,0,60,United_States,0
22,Private,HS_grad,married,Other_service,Husband,White,Male,0,0,40,United_States,0
39,Private,Some_college,divorced,Adm_clerical,Not_in_family,White,Female,0,0,60,United_States,0
50,Self_emp_not_inc,Bachelors,married,Exec_managerial,Husband,White,Male,0,0,35,United_States,0
47,Local_gov,Some_college,married,Transport_moving,Husband,White,Male,0,1887,40,United_States,1
25,Private,Bachelors,not_married,Sales,Own_child,White,Female,0,0,20,United_States,0
52,Private,School,divorced,Other_service,Unmarried,White,Female,0,0,20,United_States,0
30,Private,HS_grad,married,Transport_moving,Husband,White,Male,0,0,40,United_States,0
37,Self_emp_not_inc,HS_grad,divorced,Craft_repair,Not_in_family,White,Male,0,0,50,United_States,0
73,Self_emp_inc,HS_grad,married,Sales,Husband,White,Male,0,0,20,United_States,0
50,Private,School,divorced,Craft_repair,Not_in_family,White,Male,0,0,60,United_States,0
34,Private,Some_college,married,Exec_managerial,Husband,White,Male,0,0,45,United_States,0
24,Private,Voc,not_married,Sales,Not_in_family,Black,Male,0,0,40,United_States,0
66,Private,Some_college,married,Sales,Husband,White,Male,0,0,24,United_States,1
22,Private,HS_grad,not_married,Sales,Own_child,White,Male,0,0,55,United_States,0
69,Local_gov,School,married,Transport_moving,Husband,White,Male,0,0,25,United_States,0
23,Private,HS_grad,not_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,0
55,Private,Bachelors,not_married,Machine_op_inspct,Unmarried,White,Female,0,0,40,United_States,0
35,Private,Some_college,not_married,Adm_clerical,Unmarried,White,Female,0,0,30,United_States,0
20,Private,Some_college,not_married,Adm_clerical,Own_child,White,Female,0,0,35,United_States,0
70,Self_emp_inc,Some_college,married,Exec_managerial,Husband,White,Male,0,0,20,United_States,1
54,Private,Voc,married,Tech_support,Husband,White,Male,7688,0,40,United_States,1
34,Private,HS_grad,not_married,Other_service,Not_in_family,Asian_Pac_Islander,Male,0,0,40,Other,0
38,State_gov,Doctorate,married,Prof_specialty,Husband,White,Male,0,0,45,United_States,1
33,Private,School,divorced,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,0
43,Private,HS_grad,not_married,Other_service,Not_in_family,White,Female,0,0,26,United_States,0
60,Self_emp_inc,Some_college,married,Exec_managerial,Husband,White,Male,0,0,40,United_States,0
81,Self_emp_not_inc,Bachelors,not_married,Prof_specialty,Not_in_family,White,Female,0,1668,3,Other,0
32,Self_emp_not_inc,HS_grad,married,Exec_managerial,Husband,White,Male,0,0,55,United_States,0
34,Private,HS_grad,married,Transport_moving,Husband,White,Male,0,0,45,United_States,0
46,Self_emp_not_inc,Masters,not_married,Exec_managerial,Not_in_family,White,Male,0,0,25,United_States,0
30,State_gov,Some_college,not_married,Other_service,Own_child,Amer_Indian_Eskimo,Male,0,0,84,United_States,0
23,Private,HS_grad,not_married,Prof_specialty,Other_relative,Asian_Pac_Islander,Female,0,0,20,Other,0
29,Private,Some_college,married,Other_service,Husband,White,Male,0,0,40,United_States,0
51,Private,HS_grad,married,Transport_moving,Husband,White,Male,0,0,60,United_States,0
31,Private,School,not_married,Handlers_cleaners,Other_relative,White,Male,0,0,25,United_States,0
36,Federal_gov,HS_grad,not_married,Adm_clerical,Own_child,Black,Female,0,0,36,United_States,0
23,Private,Some_college,not_married,Handlers_cleaners,Own_child,Black,Male,0,0,22,United_States,0
35,Private,HS_grad,married,Machine_op_inspct,Husband,White,Male,0,0,30,United_States,0
28,Local_gov,Masters,not_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,0
33,State_gov,Bachelors,married,Exec_managerial,Husband,White,Male,0,0,40,United_States,1
40,Private,Some_college,married,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,0
27,Private,Some_college,married,Transport_moving,Husband,White,Male,0,0,45,United_States,0
38,Self_emp_inc,HS_grad,married,Exec_managerial,Husband,White,Male,0,0,40,United_States,1
47,Private,Voc,divorced,Prof_specialty,Not_in_family,White,Female,0,1669,40,United_States,0
25,Private,Some_college,married,Adm_clerical,Wife,Black,Female,0,0,56,United_States,1
45,Private,Bachelors,married,Exec_managerial,Husband,White,Male,7688,0,50,United_States,1
38,Private,Some_college,not_married,Adm_clerical,Own_child,Black,Female,0,0,40,United_States,0
66,Private,Some_college,married,Prof_specialty,Husband,White,Male,0,0,40,United_States,1
65,Local_gov,Some_college,not_married,Prof_specialty,Not_in_family,Black,Female,0,0,40,United_States,0
30,Private,Voc,not_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,1
54,Private,School,married,Other_service,Wife,White,Female,0,0,43,United_States,0
49,Private,School,divorced,Machine_op_inspct,Not_in_family,White,Female,0,0,40,United_States,0
41,Self_emp_not_inc,Voc,married,Prof_specialty,Wife,White,Female,0,0,15,United_States,1
48,Federal_gov,HS_grad,married,Adm_clerical,Husband,White,Male,0,0,40,United_States,1
23,Private,School,not_married,Priv_house_serv,Unmarried,White,Female,0,0,12,Other,0
77,Private,HS_grad,married,Other_service,Husband,White,Male,0,0,25,Other,0
19,Private,Some_college,not_married,Other_service,Own_child,White,Female,0,0,20,United_States,0
30,Private,HS_grad,married,Adm_clerical,Not_in_family,White,Female,0,0,30,United_States,0
41,Self_emp_inc,Bachelors,married,Exec_managerial,Husband,White,Male,0,1902,55,United_States,1
35,Private,HS_grad,married,Exec_managerial,Husband,White,Male,0,0,55,Other,1
20,Private,Some_college,not_married,Adm_clerical,Own_child,White,Female,0,0,40,United_States,0
66,Self_emp_inc,Bachelors,married,Exec_managerial,Husband,White,Male,10605,0,40,United_States,1
49,Private,HS_grad,not_married,Craft_repair,Unmarried,White,Female,0,0,40,Other,0
52,Private,Bachelors,married,Sales,Husband,White,Male,0,0,45,United_States,1
24,Private,Masters,married,Prof_specialty,Wife,White,Female,0,0,35,United_States,1
50,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,15,United_States,0
22,Private,School,not_married,Transport_moving,Not_in_family,White,Male,0,0,65,United_States,0
19,Private,Some_college,not_married,Other_service,Own_child,White,Male,0,0,20,United_States,0
39,Private,School,not_married,Prof_specialty,Unmarried,White,Female,0,0,30,Other,0
45,Private,Bachelors,married,Other_service,Husband,Asian_Pac_Islander,Male,0,0,38,United_States,0
61,Local_gov,Bachelors,divorced,Other_service,Not_in_family,White,Male,0,0,30,United_States,0
45,Private,Voc,divorced,Transport_moving,Not_in_family,White,Male,0,0,55,United_States,0
36,Local_gov,Bachelors,married,Prof_specialty,Own_child,White,Male,0,0,40,United_States,0
40,Private,Masters,married,Exec_managerial,Husband,White,Male,0,2415,45,United_States,1
38,Private,HS_grad,married,Exec_managerial,Husband,White,Male,0,0,50,United_States,0
52,Local_gov,Some_college,married,Transport_moving,Husband,Black,Male,0,0,40,United_States,0
29,Federal_gov,Voc,married,Tech_support,Husband,White,Male,0,0,42,United_States,1
33,Private,HS_grad,not_married,Farming_fishing,Not_in_family,White,Male,0,0,40,United_States,0
40,Self_emp_not_inc,Some_college,not_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,0
34,Private,HS_grad,not_married,Craft_repair,Not_in_family,White,Male,0,0,55,United_States,0
46,Local_gov,Bachelors,divorced,Protective_serv,Not_in_family,Black,Male,0,0,50,United_States,1
44,Private,Masters,married,Craft_repair,Husband,White,Male,15024,0,45,United_States,1
19,Private,HS_grad,not_married,Other_service,Own_child,White,Female,0,0,13,United_States,0
44,Private,HS_grad,married,Adm_clerical,Wife,White,Female,0,0,40,United_States,1
40,Private,HS_grad,not_married,Craft_repair,Not_in_family,Amer_Indian_Eskimo,Male,0,0,40,United_States,0
20,Private,Some_college,not_married,Prof_specialty,Own_child,White,Female,0,0,2,United_States,0
24,Private,Voc,not_married,Handlers_cleaners,Own_child,White,Male,0,0,30,United_States,0
76,Private,HS_grad,not_married,Other_service,Not_in_family,White,Male,0,0,17,United_States,0
20,Private,HS_grad,married,Tech_support,Other_relative,White,Male,0,0,40,United_States,0
33,Private,Prof_school,not_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,1
31,Private,Some_college,married,Tech_support,Husband,White,Male,0,0,40,United_States,0
33,Private,HS_grad,divorced,Other_service,Unmarried,White,Female,0,0,40,United_States,0
19,Private,HS_grad,not_married,Craft_repair,Own_child,White,Male,0,0,35,United_States,0
29,Private,Bachelors,not_married,Exec_managerial,Not_in_family,White,Male,0,1590,50,United_States,0
30,Private,HS_grad,married,Sales,Husband,White,Male,0,0,45,United_States,0
48,Private,Masters,divorced,Exec_managerial,Not_in_family,White,Male,99999,0,50,United_States,1
42,Private,Bachelors,married,Exec_managerial,Husband,White,Male,0,0,40,United_States,0
37,Private,School,married,Transport_moving,Husband,White,Male,0,0,40,United_States,0
54,Self_emp_inc,HS_grad,married,Exec_managerial,Husband,White,Male,7688,0,60,United_States,1
42,Private,Voc,married,Adm_clerical,Husband,White,Male,7688,0,42,United_States,1
28,Self_emp_not_inc,HS_grad,not_married,Other_service,Not_in_family,White,Female,0,0,28,United_States,0
42,Local_gov,Some_college,married,Protective_serv,Husband,White,Male,0,0,52,United_States,1
60,State_gov,Masters,married,Exec_managerial,Wife,White,Female,3103,0,40,United_States,1
76,Private,HS_grad,not_married,Prof_specialty,Not_in_family,White,Female,0,0,25,United_States,0
21,Private,Voc,not_married,Other_service,Own_child,White,Female,0,0,40,United_States,0
29,Private,Some_college,not_married,Farming_fishing,Own_child,White,Male,0,0,40,United_States,0
43,Private,Bachelors,married,Prof_specialty,Husband,White,Male,0,0,40,United_States,1
44,Private,HS_grad,divorced,Sales,Own_child,White,Male,0,0,38,United_States,0
45,Private,Bachelors,divorced,Adm_clerical,Unmarried,White,Female,4687,0,35,United_States,1
38,Private,Some_college,not_married,Sales,Unmarried,Black,Female,0,0,40,United_States,0
28,Private,Some_college,married,Adm_clerical,Husband,White,Male,0,0,50,United_States,1
29,Private,HS_grad,not_married,Sales,Own_child,White,Female,0,0,40,United_States,0
20,Private,Some_college,not_married,Other_service,Own_child,White,Male,0,0,40,United_States,0
49,Self_emp_inc,Masters,married,Sales,Husband,White,Male,0,0,40,United_States,1
36,Local_gov,Some_college,married,Protective_serv,Husband,White,Male,0,0,56,United_States,1
40,Self_emp_inc,Bachelors,married,Exec_managerial,Husband,White,Male,0,0,50,United_States,1
17,Private,School,not_married,Adm_clerical,Own_child,White,Female,0,0,30,United_States,0
45,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,40,United_States,0
42,Private,Some_college,not_married,Farming_fishing,Not_in_family,White,Male,0,0,28,United_States,0
29,Private,Bachelors,not_married,Exec_managerial,Unmarried,Black,Female,0,0,40,United_States,0
57,Self_emp_not_inc,Bachelors,married,Exec_managerial,Husband,White,Male,4386,0,13,United_States,1
23,Private,Bachelors,not_married,Adm_clerical,Not_in_family,White,Male,0,0,40,United_States,0
20,Private,Some_college,not_married,Adm_clerical,Own_child,Black,Female,0,0,40,Other,0
23,Private,HS_grad,not_married,Handlers_cleaners,Own_child,White,Male,0,0,24,United_States,0
39,Private,HS_grad,not_married,Other_service,Not_in_family,White,Male,0,0,40,United_States,0
34,Private,Some_college,married,Craft_repair,Husband,White,Male,0,0,40,United_States,1
43,Self_emp_not_inc,Bachelors,not_married,Sales,Not_in_family,White,Male,0,0,45,United_States,0
25,State_gov,Some_college,not_married,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,0
40,Private,Some_college,married,Sales,Husband,White,Male,0,0,60,Other,0
52,Self_emp_not_inc,HS_grad,divorced,Farming_fishing,Not_in_family,White,Male,0,0,25,United_States,0
48,Private,HS_grad,not_married,Machine_op_inspct,Unmarried,White,Female,0,0,36,United_States,0
37,Private,Voc,not_married,Sales,Unmarried,Black,Female,0,0,6,United_States,0
36,Private,HS_grad,married,Sales,Husband,White,Male,0,0,50,United_States,0
33,Private,Voc,married,Transport_moving,Husband,White,Male,0,0,40,United_States,0
36,Local_gov,HS_grad,married,Adm_clerical,Wife,White,Female,0,0,40,United_States,1
24,Private,Bachelors,not_married,Adm_clerical,Not_in_family,White,Male,0,0,10,United_States,0
42,Local_gov,HS_grad,divorced,Farming_fishing,Not_in_family,White,Male,0,0,40,United_States,0
35,Self_emp_inc,Voc,not_married,Sales,Own_child,White,Male,0,0,40,United_States,0
40,Federal_gov,HS_grad,divorced,Adm_clerical,Unmarried,White,Female,0,0,22,United_States,0
50,Self_emp_inc,Prof_school,married,Prof_specialty,Husband,Asian_Pac_Islander,Male,0,0,40,Other,0
40,Private,Masters,married,Exec_managerial,Husband,White,Male,0,0,50,United_States,1
22,Private,HS_grad,not_married,Sales,Other_relative,Black,Male,0,0,40,United_States,0
57,Self_emp_inc,HS_grad,married,Exec_managerial,Husband,White,Male,0,0,40,United_States,0
51,Local_gov,HS_grad,married,Transport_moving,Husband,White,Male,0,0,40,United_States,1
61,Federal_gov,HS_grad,not_married,Adm_clerical,Unmarried,White,Female,0,0,35,Other,0
71,Private,HS_grad,not_married,Sales,Unmarried,White,Female,0,0,20,United_States,0
47,Private,HS_grad,married,Craft_repair,Husband,White,Male,0,0,40,United_States,1
38,Private,Bachelors,not_married,Other_service,Other_relative,White,Female,0,0,45,United_States,0
25,Private,Bachelors,not_married,Sales,Not_in_family,White,Male,0,0,65,United_States,0
33,Private,School,married,Handlers_cleaners,Husband,White,Male,0,0,50,United_States,0
40,State_gov,School,divorced,Transport_moving,Unmarried,White,Female,0,0,52,United_States,0
39,Private,School,not_married,Prof_specialty,Not_in_family,Black,Female,0,0,40,United_States,0
29,Private,HS_grad,married,Adm_clerical,Wife,White,Female,2829,0,40,United_States,0
33,Private,HS_grad,not_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
46,Private,Some_college,not_married,Adm_clerical,Own_child,Black,Female,0,0,36,United_States,0
24,Private,HS_grad,married,Sales,Wife,White,Female,0,0,40,United_States,1
28,Private,Masters,not_married,Exec_managerial,Not_in_family,Other,Male,0,0,30,Other,0
20,Private,HS_grad,not_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
34,Private,Some_college,divorced,Handlers_cleaners,Unmarried,White,Female,0,0,40,United_States,0
34,State_gov,Bachelors,married,Adm_clerical,Husband,White,Male,0,0,55,United_States,0
25,Private,Some_college,not_married,Adm_clerical,Unmarried,Black,Female,0,0,40,United_States,0
36,Private,Bachelors,married,Tech_support,Husband,White,Male,0,0,40,United_States,0
61,Private,HS_grad,married,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
38,Private,Some_college,not_married,Other_service,Not_in_family,White,Female,0,0,58,United_States,0
57,Private,HS_grad,not_married,Other_service,Other_relative,White,Female,0,1719,25,United_States,0
20,Private,HS_grad,not_married,Prof_specialty,Own_child,White,Female,0,0,40,United_States,0
56,Private,HS_grad,married,Other_service,Wife,White,Female,0,0,10,United_States,0
24,Private,Bachelors,not_married,Exec_managerial,Not_in_family,White,Female,0,0,40,United_States,0
60,Private,Some_college,divorced,Sales,Not_in_family,White,Female,0,0,48,United_States,0
37,Private,Some_college,married,Exec_managerial,Husband,White,Male,0,0,50,United_States,0
27,Private,Some_college,married,Transport_moving,Husband,White,Male,0,0,40,United_States,1
54,Private,Some_college,not_married,Other_service,Not_in_family,White,Male,0,0,28,Other,0
40,Private,HS_grad,married,Other_service,Husband,Asian_Pac_Islander,Male,0,0,30,Other,0
18,Private,School,not_married,Other_service,Own_child,White,Male,0,0,15,United_States,0
51,Federal_gov,HS_grad,married,Adm_clerical,Husband,White,Male,0,0,40,United_States,1
40,Self_emp_not_inc,Some_college,married,Tech_support,Husband,White,Male,0,0,50,United_States,1
64,Federal_gov,HS_grad,married,Prof_specialty,Husband,White,Male,0,0,8,United_States,0
24,Private,HS_grad,not_married,Other_service,Not_in_family,White,Female,2174,0,40,United_States,0
33,Private,HS_grad,married,Tech_support,Wife,Black,Female,0,0,38,United_States,0
31,Private,HS_grad,divorced,Exec_managerial,Unmarried,White,Female,0,0,40,United_States,0
26,Local_gov,HS_grad,married,Protective_serv,Husband,White,Male,3103,0,40,United_States,1
54,Private,Bachelors,not_married,Adm_clerical,Not_in_family,White,Female,14084,0,40,United_States,1
31,Private,School,not_married,Handlers_cleaners,Not_in_family,White,Male,0,0,37,Other,0
39,Private,School,married,Transport_moving,Not_in_family,Black,Male,0,0,45,United_States,0
22,Private,Some_college,not_married,Tech_support,Own_child,White,Male,0,0,40,United_States,0
31,Private,Some_college,not_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
68,Private,School,not_married,Other_service,Not_in_family,White,Male,0,0,12,Other,0
59,Federal_gov,School,divorced,Other_service,Not_in_family,White,Female,0,0,37,United_States,0
35,Self_emp_not_inc,HS_grad,married,Craft_repair,Husband,White,Male,2829,0,45,United_States,0
25,Private,Bachelors,not_married,Adm_clerical,Own_child,White,Male,0,0,40,United_States,0
23,Private,HS_grad,not_married,Craft_repair,Unmarried,White,Male,0,0,40,United_States,0
35,Private,Some_college,divorced,Exec_managerial,Unmarried,White,Male,0,0,60,United_States,0
17,State_gov,School,not_married,Other_service,Own_child,White,Male,0,0,30,United_States,0
19,Private,Some_college,not_married,Handlers_cleaners,Not_in_family,White,Male,0,0,45,United_States,0
53,Private,Masters,married,Exec_managerial,Husband,White,Male,0,1977,55,United_States,1
