c_charge_degree,race,age,sex,priors_count,days_b_screening_arrest,label
M,African_American,19,Male,1,-10.0,1
M,African_American,59,Male,15,-1.0,1
M,Caucasian,29,Male,0,-1.0,1
F,African_American,27,Male,3,-1.0,0
M,Other,60,Male,1,-1.0,1
F,African_American,43,Male,20,0.0,0
F,Caucasian,28,Female,2,-3.0,1
F,African_American,29,Female,5,-9.0,1
F,African_American,36,Male,0,0.0,0
F,Caucasian,46,Male,5,0.0,1
M,Caucasian,59,Male,2,-1.0,1
F,Hispanic,28,Female,1,-1.0,1
F,African_American,28,Male,2,0.0,1
F,Caucasian,30,Female,2,-1.0,1
M,Hispanic,55,Male,0,-1.0,0
F,Hispanic,24,Male,0,-1.0,1
M,Caucasian,58,Male,8,-1.0,0
F,African_American,26,Male,5,-1.0,1
M,Caucasian,26,Male,9,-1.0,1
F,African_American,27,Male,10,-1.0,1
F,Caucasian,25,Male,9,-1.0,1
F,African_American,27,Male,6,0.0,1
M,Caucasian,28,Male,1,-25.0,0
F,African_American,52,Female,2,-1.0,1
M,African_American,49,Male,0,0.0,0
M,Caucasian,44,Male,8,-1.0,1
F,Hispanic,45,Male,0,0.0,0
M,African_American,47,Female,21,-1.0,1
F,Other,58,Male,0,0.0,0
M,African_American,42,Male,0,0.0,0
M,Caucasian,28,Male,1,0.0,1
F,Caucasian,50,Male,5,-8.0,0
M,Caucasian,48,Male,0,-6.0,1
F,Caucasian,48,Male,1,0.0,0
F,Caucasian,23,Female,3,-1.0,0
F,African_American,28,Male,5,0.0,0
F,Caucasian,27,Male,0,-1.0,0
F,Caucasian,25,Male,0,-1.0,0
M,African_American,60,Male,3,-1.0,0
F,Other,21,Male,0,-3.0,1
F,Caucasian,35,Male,5,-20.0,0
F,Caucasian,22,Male,1,-1.0,1
M,African_American,52,Male,0,-1.0,1
F,African_American,36,Male,0,-3.0,0
F,Caucasian,20,Male,0,-1.0,1
M,African_American,21,Female,0,-1.0,0
M,Caucasian,22,Male,4,-1.0,1
M,African_American,29,Female,1,0.0,0
M,African_American,24,Male,1,-13.0,0
F,Caucasian,49,Male,0,0.0,0
F,African_American,24,Female,0,-1.0,0
M,African_American,30,Female,0,-1.0,0
F,Caucasian,41,Male,1,-1.0,1
F,Hispanic,29,Male,7,-2.0,1
F,African_American,44,Male,1,-1.0,0
F,African_American,43,Male,8,-1.0,1
M,Caucasian,22,Male,0,-1.0,0
M,Caucasian,50,Female,0,-3.0,1
F,Caucasian,21,Male,2,-10.0,0
F,Other,52,Male,0,-1.0,1
F,Hispanic,60,Male,1,-18.0,0
F,Caucasian,30,Male,13,-2.0,1
F,Hispanic,31,Male,19,-1.0,1
F,African_American,34,Male,11,0.0,1
M,African_American,59,Male,0,-1.0,0
F,African_American,28,Male,5,-1.0,1
F,African_American,39,Female,0,0.0,1
F,Caucasian,56,Male,3,-1.0,0
F,African_American,24,Male,0,0.0,0
F,African_American,22,Male,2,-1.0,1
F,African_American,40,Male,0,0.0,0
F,African_American,42,Male,0,-3.0,1
M,African_American,25,Male,5,-1.0,1
F,Caucasian,37,Male,2,-1.0,1
F,African_American,56,Female,1,-1.0,0
F,Hispanic,46,Male,0,-1.0,0
M,Caucasian,56,Male,0,-1.0,0
M,Caucasian,26,Male,0,-1.0,0
F,African_American,38,Male,4,0.0,0
M,African_American,24,Male,0,-1.0,1
M,Other,54,Male,2,-1.0,0
M,African_American,24,Male,2,-1.0,1
F,African_American,26,Male,10,-1.0,1
F,African_American,26,Male,5,-1.0,1
F,African_American,32,Male,3,-1.0,1
F,African_American,25,Male,1,0.0,0
M,Caucasian,24,Male,1,0.0,1
M,African_American,30,Male,3,-1.0,1
M,African_American,24,Male,9,-7.0,1
F,African_American,24,Male,1,-1.0,1
M,Caucasian,34,Male,0,0.0,0
F,Caucasian,58,Male,4,0.0,1
F,African_American,49,Male,3,-1.0,1
F,African_American,22,Male,3,-1.0,1
M,Caucasian,23,Male,0,0.0,0
M,Other,29,Male,4,-1.0,1
F,Caucasian,48,Male,0,-1.0,1
M,Caucasian,33,Male,10,0.0,0
F,African_American,56,Male,24,22.0,0
F,African_American,26,Male,8,0.0,1
F,African_American,32,Male,4,-1.0,0
F,African_American,30,Male,14,-1.0,1
M,Other,24,Male,0,0.0,0
F,African_American,22,Male,0,-1.0,0
M,African_American,24,Male,3,0.0,1
M,Caucasian,34,Male,0,0.0,1
F,African_American,23,Male,0,0.0,0
M,Caucasian,31,Male,3,0.0,1
F,Caucasian,26,Female,0,-1.0,0
M,Caucasian,54,Female,1,-7.0,0
M,Caucasian,55,Male,0,-1.0,1
M,African_American,31,Male,2,-1.0,0
F,African_American,33,Male,13,0.0,1
M,African_American,31,Male,1,-27.0,0
F,Caucasian,20,Female,1,-1.0,1
F,African_American,23,Male,2,-1.0,1
F,Caucasian,26,Male,1,0.0,1
F,Caucasian,57,Male,1,-26.0,0
M,African_American,51,Male,5,-1.0,0
F,Other,46,Male,0,-1.0,1
F,Caucasian,32,Male,2,-1.0,0
M,Caucasian,53,Male,3,-2.0,1
F,Hispanic,25,Male,0,-1.0,0
F,African_American,54,Male,11,-1.0,0
F,Caucasian,46,Male,0,-1.0,0
F,African_American,56,Male,4,-1.0,0
M,African_American,43,Male,3,-4.0,1
M,Caucasian,64,Male,0,-1.0,0
F,African_American,28,Male,0,-1.0,0
F,Caucasian,24,Male,2,-1.0,1
F,African_American,44,Male,0,-1.0,0
F,African_American,25,Male,2,-1.0,1
M,African_American,24,Male,2,-1.0,1
F,African_American,32,Male,5,-10.0,0
F,Hispanic,31,Male,8,29.0,1
F,Caucasian,55,Male,7,0.0,0
F,African_American,26,Male,8,0.0,1
F,Caucasian,33,Male,0,-1.0,0
F,African_American,32,Male,14,-1.0,1
F,African_American,21,Male,1,-1.0,0
F,Caucasian,47,Male,1,-1.0,0
M,African_American,29,Male,2,-1.0,0
M,African_American,32,Male,0,-1.0,0
F,African_American,23,Male,3,0.0,0
F,African_American,30,Male,3,-1.0,0
F,Hispanic,26,Male,5,0.0,1
F,Caucasian,44,Male,13,0.0,1
F,African_American,35,Female,2,-15.0,0
M,Caucasian,29,Male,0,-1.0,0
F,African_American,37,Male,7,-1.0,0
F,Other,26,Male,0,-1.0,0
M,African_American,39,Male,2,-1.0,0
F,African_American,25,Male,5,-1.0,1
F,Hispanic,61,Male,2,-1.0,1
F,Caucasian,59,Female,2,26.0,0
M,Caucasian,30,Male,0,-1.0,0
F,African_American,20,Male,1,-1.0,1
M,Caucasian,25,Male,0,-1.0,1
M,African_American,23,Male,0,-1.0,0
F,Caucasian,31,Male,1,-1.0,0
F,African_American,22,Male,1,0.0,1
F,African_American,40,Male,20,-1.0,0
F,Caucasian,20,Male,1,-1.0,1
M,African_American,21,Female,0,-1.0,1
F,African_American,31,Female,7,-1.0,1
M,Caucasian,46,Female,0,0.0,1
M,Hispanic,23,Male,6,-1.0,1
M,African_American,55,Male,9,0.0,1
M,African_American,21,Male,0,0.0,1
F,African_American,28,Female,1,-1.0,0
M,Caucasian,23,Female,0,-1.0,0
F,Caucasian,45,Male,2,-1.0,0
F,African_American,41,Male,0,-1.0,0
F,African_American,34,Female,1,-1.0,0
M,African_American,23,Male,0,-1.0,1
F,African_American,30,Male,1,-1.0,1
F,African_American,23,Male,4,-1.0,1
F,Caucasian,24,Male,5,16.0,1
F,Other,31,Male,2,-1.0,1
F,Caucasian,25,Female,6,-1.0,0
F,Caucasian,38,Male,10,0.0,1
F,African_American,33,Female,1,-3.0,0
M,Other,28,Female,0,-1.0,1
M,Caucasian,33,Female,0,-2.0,0
F,Other,29,Male,5,-1.0,0
F,African_American,29,Male,17,-1.0,1
F,African_American,25,Male,1,-1.0,0
M,African_American,56,Male,0,-1.0,0
F,African_American,42,Female,17,-8.0,1
F,African_American,30,Male,0,-1.0,1
F,African_American,25,Male,2,-1.0,0
M,Caucasian,25,Female,2,-2.0,1
M,African_American,30,Male,1,-5.0,0
F,African_American,29,Male,3,0.0,1
F,Caucasian,28,Male,0,-1.0,1
M,Caucasian,29,Male,0,0.0,0
F,Caucasian,20,Male,0,-1.0,1
M,Other,32,Male,0,-1.0,1
F,Caucasian,24,Female,0,-1.0,0
F,Other,40,Male,8,-1.0,1
M,African_American,26,Male,5,-1.0,0
M,Hispanic,55,Female,0,-1.0,0
F,African_American,23,Male,0,-1.0,0
F,Other,25,Male,1,-1.0,0
F,African_American,22,Male,0,-1.0,0
M,Caucasian,53,Male,0,-1.0,0
M,African_American,51,Male,0,-1.0,0
F,African_American,45,Male,3,6.0,0
F,Caucasian,28,Male,4,-1.0,0
F,Caucasian,57,Male,0,-1.0,0
F,African_American,56,Male,5,-1.0,0
M,Caucasian,56,Male,3,0.0,0
F,African_American,34,Male,7,-1.0,1
M,Caucasian,26,Male,0,-1.0,0
F,African_American,52,Male,3,-1.0,0
F,Caucasian,42,Female,3,-3.0,0
F,African_American,22,Female,0,0.0,0
F,African_American,33,Male,0,-1.0,0
M,Caucasian,45,Male,0,-1.0,0
M,African_American,35,Male,4,0.0,0
M,Caucasian,28,Female,0,-1.0,0
M,Caucasian,57,Male,0,-1.0,0
F,Caucasian,44,Male,0,-1.0,0
F,Caucasian,55,Male,3,-1.0,1
M,Hispanic,44,Female,0,-1.0,0
M,African_American,30,Female,15,0.0,1
M,Caucasian,31,Female,1,-1.0,1
M,Caucasian,44,Female,0,-1.0,1
F,Caucasian,31,Male,0,0.0,0
F,Other,24,Male,1,-1.0,1
F,Hispanic,54,Male,0,-1.0,1
M,Caucasian,46,Male,2,-1.0,0
F,African_American,39,Male,1,-6.0,0
M,African_American,21,Female,4,-1.0,1
F,Caucasian,45,Male,5,-4.0,1
F,African_American,30,Male,21,-1.0,1
F,African_American,24,Male,1,-1.0,1
F,Caucasian,28,Male,0,-1.0,1
M,African_American,40,Female,2,-1.0,0
F,African_American,47,Male,1,-23.0,0
M,African_American,28,Male,4,-1.0,1
M,Caucasian,21,Male,0,0.0,1
M,African_American,27,Female,0,0.0,0
F,African_American,25,Male,6,-1.0,1
F,African_American,41,Male,2,0.0,0
M,Caucasian,55,Male,1,-1.0,0
F,African_American,39,Male,3,-1.0,0
F,Hispanic,50,Male,5,-1.0,1
M,Caucasian,28,Male,2,-1.0,0
F,Caucasian,22,Male,1,-8.0,0
F,Caucasian,33,Male,5,0.0,1
F,Caucasian,59,Male,17,-25.0,1
F,African_American,23,Male,1,-1.0,1
M,African_American,53,Male,13,-1.0,0
F,African_American,29,Male,0,-1.0,0
F,Caucasian,58,Male,2,-1.0,0
F,African_American,23,Male,2,-1.0,1
F,Other,24,Male,5,-1.0,0
F,Hispanic,21,Male,4,-1.0,1
F,African_American,25,Male,8,0.0,1
F,African_American,42,Male,9,0.0,1
F,Caucasian,62,Male,0,0.0,0
M,African_American,27,Male,2,-1.0,1
M,Caucasian,24,Male,1,-1.0,0
F,African_American,27,Male,4,-1.0,1
M,Caucasian,25,Male,1,0.0,1
F,African_American,41,Male,12,0.0,1
F,Caucasian,40,Male,1,-1.0,0
F,African_American,38,Female,0,-1.0,0
F,African_American,47,Male,9,-1.0,0
F,Hispanic,31,Male,0,-1.0,0
F,African_American,31,Male,6,0.0,1
M,Caucasian,32,Male,4,0.0,1
F,African_American,44,Female,6,-1.0,0
F,Other,31,Male,1,-1.0,0
F,Hispanic,37,Male,8,-8.0,1
M,Other,38,Male,0,-2.0,0
M,African_American,35,Female,0,-1.0,0
M,African_American,39,Male,6,-1.0,1
F,African_American,22,Male,1,0.0,1
F,African_American,23,Male,6,-1.0,1
M,Caucasian,38,Female,1,-23.0,0
F,Hispanic,42,Male,1,0.0,1
M,Caucasian,27,Male,7,-1.0,1
M,African_American,30,Male,4,-1.0,1
M,Other,40,Male,0,-1.0,0
F,Caucasian,37,Male,3,-1.0,0
F,Caucasian,21,Male,1,-11.0,0
F,African_American,24,Male,0,-1.0,1
M,Caucasian,51,Female,0,-1.0,1
M,Hispanic,26,Male,1,-2.0,0
F,Caucasian,28,Male,1,0.0,1
M,Caucasian,22,Male,1,0.0,1
F,African_American,26,Male,14,0.0,1
M,African_American,52,Male,1,1.0,1
M,Caucasian,46,Female,0,0.0,0
F,Caucasian,40,Male,8,-28.0,1
F,African_American,21,Male,1,0.0,1
M,African_American,44,Male,0,0.0,0
F,Caucasian,67,Male,0,-1.0,0
F,Caucasian,33,Male,9,0.0,0
F,African_American,27,Male,6,-1.0,1
F,African_American,34,Male,21,0.0,1
M,African_American,37,Male,12,-1.0,0
F,Caucasian,32,Male,4,-1.0,1
F,African_American,35,Female,13,0.0,0
F,African_American,21,Male,0,-1.0,1
F,Hispanic,29,Male,1,-1.0,0
F,African_American,24,Male,1,0.0,0
M,Caucasian,22,Male,0,-1.0,1
M,Caucasian,53,Female,1,-1.0,0
F,African_American,47,Male,4,-1.0,1
F,African_American,26,Male,9,-1.0,1
M,African_American,24,Male,1,-1.0,1
F,Other,33,Female,0,-1.0,0
F,Caucasian,34,Male,0,-1.0,1
F,African_American,31,Male,8,-1.0,1
M,Caucasian,29,Female,0,0.0,0
F,African_American,21,Male,0,-1.0,0
M,African_American,27,Male,6,-1.0,1
M,African_American,51,Male,4,-26.0,0
M,African_American,30,Male,4,-1.0,1
M,Caucasian,35,Female,2,-3.0,0
F,African_American,31,Female,0,-1.0,1
F,Caucasian,34,Male,9,-1.0,1
M,African_American,31,Female,0,-1.0,0
M,African_American,32,Male,1,-1.0,1
F,Caucasian,37,Male,11,0.0,1
M,Caucasian,56,Male,0,0.0,0
M,African_American,50,Male,2,-28.0,1
M,African_American,26,Male,1,-1.0,0
M,Caucasian,54,Female,0,-1.0,0
F,African_American,37,Male,8,-1.0,0
F,African_American,52,Female,1,-28.0,0
F,Caucasian,39,Male,17,-1.0,1
F,African_American,26,Male,5,-1.0,1
F,African_American,51,Male,12,-1.0,1
F,Other,32,Male,1,-15.0,0
F,African_American,43,Male,7,-1.0,1
F,Caucasian,58,Male,1,-1.0,0
M,Caucasian,25,Female,2,-1.0,1
M,Caucasian,27,Male,0,-5.0,1
F,Caucasian,28,Male,1,-1.0,1
F,African_American,58,Male,1,-1.0,0
M,Caucasian,65,Female,0,0.0,0
F,African_American,22,Female,0,-1.0,1
M,Other,24,Male,5,-1.0,0
M,African_American,24,Male,7,-1.0,1
M,Caucasian,21,Male,0,-1.0,0
M,African_American,35,Male,0,-1.0,1
M,African_American,26,Female,0,-1.0,0
F,African_American,22,Male,3,0.0,1
F,African_American,23,Female,0,-1.0,0
M,African_American,45,Male,2,-1.0,0
M,Caucasian,52,Male,0,-1.0,0
F,African_American,33,Female,1,-2.0,0
F,Caucasian,34,Male,0,-1.0,0
M,Caucasian,26,Female,0,-2.0,0
M,African_American,37,Male,0,-1.0,0
M,African_American,26,Male,6,0.0,1
F,Caucasian,31,Male,9,-1.0,1
M,Hispanic,31,Male,0,0.0,0
F,African_American,41,Male,6,-1.0,1
F,African_American,43,Male,8,-1.0,1
M,African_American,28,Male,0,-2.0,1
M,Caucasian,34,Male,1,-1.0,0
F,African_American,31,Male,0,0.0,0
F,African_American,26,Male,4,-1.0,1
F,Caucasian,46,Male,0,0.0,0
F,African_American,74,Female,0,-1.0,0
F,African_American,43,Male,0,-1.0,0
F,Caucasian,49,Male,5,-1.0,1
F,African_American,21,Male,0,-1.0,1
F,African_American,60,Male,0,-1.0,0
F,Caucasian,50,Male,0,0.0,0
F,African_American,33,Female,0,-1.0,0
F,African_American,29,Male,10,-1.0,1
F,Caucasian,32,Male,3,0.0,1
F,Caucasian,35,Male,1,0.0,0
F,African_American,39,Male,4,0.0,0
M,African_American,33,Male,6,-1.0,1
F,African_American,57,Male,19,-1.0,0
M,Caucasian,29,Male,0,-2.0,0
F,Other,64,Female,0,-1.0,0
M,African_American,36,Male,1,0.0,0
F,Caucasian,25,Male,0,-1.0,0
F,African_American,31,Male,4,-1.0,1
M,Hispanic,37,Male,3,0.0,0
F,African_American,23,Male,4,-1.0,1
F,Caucasian,56,Male,1,-2.0,1
F,Hispanic,34,Male,4,-1.0,1
M,Hispanic,29,Male,2,-26.0,0
F,Caucasian,27,Male,6,-1.0,1
F,Other,58,Female,0,-1.0,0
M,Caucasian,77,Male,1,-1.0,0
F,Hispanic,53,Male,9,-1.0,1
M,Hispanic,42,Male,1,-3.0,0
F,African_American,26,Male,4,0.0,1
M,African_American,41,Male,5,-1.0,0
M,African_American,30,Male,18,0.0,1
F,African_American,23,Male,1,-1.0,1
F,Hispanic,41,Male,3,-1.0,0
F,African_American,29,Female,9,-1.0,1
F,African_American,20,Male,0,-1.0,0
F,African_American,44,Male,6,-1.0,0
M,African_American,25,Male,3,0.0,1
F,Caucasian,50,Male,0,-1.0,0
F,African_American,20,Male,2,-17.0,1
M,African_American,30,Male,0,-1.0,0
F,Asian,48,Male,0,-1.0,0
F,Caucasian,25,Male,5,-1.0,1
F,African_American,38,Male,0,-1.0,1
F,African_American,42,Female,8,0.0,1
M,African_American,45,Male,0,-1.0,0
M,African_American,24,Male,2,-1.0,0
F,Caucasian,34,Male,15,-1.0,0
F,Caucasian,29,Female,10,-1.0,1
F,African_American,24,Male,7,-1.0,1
M,African_American,23,Male,2,0.0,1
M,Caucasian,56,Male,1,-1.0,0
F,African_American,39,Male,21,-1.0,1
M,African_American,44,Male,10,-7.0,1
F,African_American,35,Male,0,-1.0,0
M,Hispanic,27,Male,1,-1.0,0
F,African_American,22,Male,0,-1.0,0
M,Caucasian,43,Female,22,-1.0,1
F,Caucasian,57,Male,7,-1.0,0
M,African_American,24,Male,2,0.0,1
F,African_American,23,Male,0,0.0,0
F,African_American,29,Male,5,0.0,0
F,Caucasian,40,Male,0,0.0,0
F,Caucasian,43,Male,13,0.0,1
F,African_American,27,Female,10,-1.0,1
F,African_American,35,Male,0,-2.0,0
F,Asian,51,Male,1,-1.0,1
M,Caucasian,27,Male,1,-1.0,1
M,Caucasian,52,Female,0,-1.0,0
M,African_American,34,Male,5,-1.0,1
F,Caucasian,63,Male,0,-1.0,0
F,African_American,27,Female,2,-1.0,1
F,African_American,22,Male,12,0.0,1
F,African_American,47,Male,4,0.0,0
F,Caucasian,23,Male,3,-1.0,0
M,African_American,28,Male,12,-2.0,1
F,Caucasian,26,Female,1,-1.0,0
M,Caucasian,43,Male,0,-1.0,0
F,Caucasian,45,Male,21,-1.0,1
M,African_American,23,Female,1,-1.0,0
F,Caucasian,34,Male,4,-1.0,0
F,African_American,64,Male,20,-1.0,0
F,Hispanic,26,Male,0,-1.0,0
M,Caucasian,58,Male,3,-4.0,0
M,African_American,37,Female,0,-1.0,0
F,African_American,19,Female,1,-1.0,1
M,African_American,26,Male,0,-1.0,0
M,African_American,32,Male,0,0.0,0
F,African_American,30,Male,12,0.0,1
F,Caucasian,32,Male,0,0.0,0
F,African_American,19,Male,3,-1.0,1
M,Caucasian,33,Male,0,-2.0,1
F,African_American,34,Male,12,-1.0,1
F,African_American,34,Male,0,-1.0,0
F,African_American,24,Male,0,-1.0,0
F,Caucasian,47,Female,1,-20.0,1
F,African_American,28,Male,5,-1.0,1
M,Caucasian,34,Male,1,-1.0,1
F,Caucasian,26,Male,7,-1.0,1
M,African_American,49,Female,14,-1.0,1
F,African_American,39,Male,1,-9.0,0
F,Caucasian,60,Female,9,0.0,1
M,Caucasian,24,Male,3,-1.0,1
F,African_American,29,Male,3,-1.0,1
F,African_American,27,Male,8,-1.0,1
F,African_American,26,Male,3,0.0,1
M,African_American,28,Male,1,-1.0,1
F,African_American,46,Male,9,-1.0,1
F,Hispanic,22,Male,0,-1.0,1
F,African_American,34,Male,2,-12.0,0
M,Caucasian,23,Male,5,0.0,1
F,Caucasian,21,Male,3,-1.0,1
F,Hispanic,32,Female,0,-3.0,0
F,Caucasian,32,Male,2,-1.0,0
F,African_American,43,Female,6,0.0,0
M,Caucasian,43,Male,0,-1.0,0
M,Caucasian,79,Male,1,-22.0,0
F,African_American,27,Male,8,-1.0,1
F,African_American,34,Female,5,-1.0,1
F,African_American,38,Male,3,0.0,1
M,African_American,30,Male,0,0.0,0
F,African_American,21,Male,0,-1.0,1
F,African_American,35,Male,5,-19.0,0
F,Hispanic,24,Male,1,0.0,1
F,Hispanic,45,Male,0,-1.0,0
M,African_American,33,Male,21,-6.0,1
F,African_American,26,Female,3,-1.0,0
M,African_American,21,Male,1,-1.0,1
F,Caucasian,28,Male,7,-1.0,1
F,Caucasian,36,Male,1,23.0,1
F,Caucasian,22,Female,1,-23.0,0
F,African_American,28,Male,7,-1.0,1
F,Caucasian,61,Male,10,-1.0,0
F,African_American,37,Male,6,-1.0,1
M,Caucasian,33,Male,0,-2.0,0
F,Caucasian,46,Female,7,-1.0,1
M,African_American,27,Male,0,-1.0,1
M,Caucasian,23,Female,0,-1.0,0
M,African_American,31,Female,1,-1.0,0
F,African_American,30,Female,4,-1.0,0
M,African_American,29,Female,1,-1.0,0
F,Hispanic,55,Female,0,-1.0,0
F,Caucasian,34,Male,13,-1.0,1
F,African_American,22,Male,1,-1.0,1
F,Caucasian,22,Male,3,-1.0,1
F,Hispanic,29,Male,0,0.0,0
F,African_American,30,Male,1,0.0,0
F,African_American,42,Male,3,-1.0,0
M,Other,23,Male,0,-1.0,1
F,African_American,29,Male,2,-1.0,0
F,African_American,40,Male,3,-1.0,0
M,Caucasian,50,Female,0,0.0,0
M,African_American,28,Male,6,-1.0,1
F,Caucasian,36,Male,9,0.0,1
F,African_American,28,Male,2,-1.0,0
F,Caucasian,27,Female,2,0.0,1
F,African_American,26,Male,10,-1.0,1
M,African_American,19,Female,0,-1.0,1
F,African_American,58,Female,4,-1.0,0
F,Caucasian,20,Male,0,-1.0,0
F,African_American,22,Male,3,-1.0,0
M,African_American,54,Male,9,0.0,0
F,Asian,21,Male,0,-1.0,1
F,Other,48,Male,1,-1.0,0
M,African_American,24,Male,2,-1.0,1
M,African_American,32,Female,0,0.0,1
F,Other,49,Male,7,0.0,1
F,African_American,27,Female,1,0.0,1
M,African_American,26,Male,1,-1.0,1
F,African_American,24,Male,4,-3.0,1
F,Hispanic,38,Female,20,-1.0,1
F,African_American,61,Male,15,-1.0,1
F,Caucasian,36,Male,5,-1.0,0
F,Caucasian,28,Male,0,-1.0,1
F,African_American,20,Female,0,-1.0,0
M,Caucasian,65,Female,1,-1.0,1
F,African_American,48,Female,0,-1.0,0
F,Other,23,Male,7,0.0,1
F,African_American,20,Male,0,-1.0,1
F,Caucasian,27,Male,1,0.0,0
F,African_American,29,Male,9,0.0,1
F,African_American,25,Male,3,-1.0,1
F,African_American,29,Male,6,-1.0,1
F,Hispanic,36,Male,26,-1.0,1
M,Caucasian,36,Male,0,-1.0,0
F,Caucasian,58,Male,7,-1.0,1
M,Caucasian,22,Male,0,0.0,1
M,Other,19,Male,0,-1.0,1
F,Other,24,Male,5,-1.0,1
F,African_American,23,Male,1,0.0,0
M,African_American,26,Male,3,-1.0,1
F,African_American,48,Male,5,-1.0,1
F,Hispanic,36,Male,1,0.0,0
M,Caucasian,21,Male,0,0.0,1
M,Caucasian,46,Male,5,-1.0,0
F,Caucasian,40,Male,10,-1.0,1
M,Caucasian,28,Male,3,-1.0,1
F,African_American,21,Male,1,-1.0,0
M,African_American,31,Male,5,-1.0,0
M,African_American,47,Male,0,0.0,0
M,African_American,27,Male,2,-1.0,0
F,Hispanic,47,Male,1,-1.0,0
F,Caucasian,51,Female,0,-1.0,0
F,Caucasian,45,Female,0,-1.0,1
F,African_American,30,Male,4,0.0,0
M,Caucasian,52,Female,6,0.0,0
F,African_American,24,Female,7,-1.0,0
F,African_American,32,Male,8,-1.0,0
F,African_American,35,Male,7,-1.0,1
F,African_American,29,Male,13,0.0,1
F,Hispanic,41,Female,0,0.0,0
M,African_American,31,Male,1,-1.0,0
M,Other,26,Male,1,-1.0,0
M,Hispanic,37,Male,1,-1.0,0
F,Hispanic,32,Male,7,-1.0,0
F,African_American,38,Male,2,-1.0,1
F,African_American,30,Male,7,-1.0,0
M,Caucasian,60,Female,0,-1.0,0
M,African_American,23,Male,3,-1.0,1
F,African_American,30,Male,0,-1.0,0
F,African_American,48,Male,8,-1.0,1
F,African_American,29,Male,0,0.0,0
M,Other,49,Male,0,-1.0,1
F,African_American,31,Male,0,-1.0,1
F,Caucasian,45,Male,9,-1.0,1
F,Caucasian,29,Female,0,-1.0,1
F,African_American,36,Male,3,-1.0,1
M,Hispanic,31,Male,7,-1.0,1
M,Caucasian,24,Male,4,-1.0,0
F,Caucasian,26,Male,0,-1.0,0
M,Other,29,Male,3,0.0,0
M,African_American,30,Female,0,-2.0,0
M,Caucasian,26,Male,0,-1.0,0
F,African_American,25,Male,1,-24.0,1
F,Caucasian,28,Male,9,-8.0,1
F,African_American,53,Female,0,-1.0,0
M,Caucasian,48,Male,2,-1.0,0
F,African_American,31,Male,7,22.0,1
M,African_American,24,Female,0,-1.0,0
F,African_American,24,Female,0,-2.0,0
F,Caucasian,25,Female,0,-1.0,0
F,Caucasian,24,Male,3,0.0,1
M,Caucasian,35,Male,3,-1.0,0
F,African_American,30,Male,7,-1.0,1
M,Native American,21,Male,0,-1.0,1
M,African_American,34,Male,2,0.0,0
M,African_American,27,Male,3,-1.0,1
F,African_American,21,Female,1,-1.0,1
M,African_American,26,Male,0,0.0,0
F,African_American,41,Male,8,-1.0,0
F,Hispanic,22,Male,0,-1.0,0
F,African_American,23,Female,1,-6.0,0
F,African_American,26,Female,1,-1.0,0
M,Caucasian,41,Male,2,-3.0,0
F,Other,42,Male,1,-2.0,0
M,Caucasian,36,Male,9,0.0,1
F,African_American,22,Male,0,-1.0,0
F,Hispanic,22,Male,0,-1.0,1
F,African_American,53,Male,2,-1.0,0
F,Caucasian,26,Male,2,-1.0,0
F,African_American,25,Male,3,-1.0,0
F,Caucasian,25,Male,6,0.0,1
F,Caucasian,27,Male,2,0.0,0
F,Caucasian,25,Male,2,-29.0,0
F,Caucasian,37,Male,4,0.0,1
M,African_American,34,Male,8,-1.0,0
F,African_American,23,Male,1,-1.0,0
F,Caucasian,22,Male,1,-1.0,1
F,Caucasian,32,Male,0,-7.0,0
M,Caucasian,41,Male,0,0.0,0
F,Caucasian,29,Female,0,-1.0,0
F,Other,28,Male,1,-1.0,1
F,Caucasian,24,Female,1,-3.0,0
M,African_American,32,Male,2,-1.0,0
M,African_American,28,Male,7,-1.0,0
M,Caucasian,36,Male,11,-1.0,1
M,Caucasian,23,Male,0,0.0,0
M,Caucasian,29,Male,0,0.0,0
M,African_American,32,Male,9,-1.0,1
M,Hispanic,56,Male,10,-1.0,1
M,Hispanic,32,Male,0,0.0,0
F,Caucasian,24,Male,1,-23.0,0
F,Caucasian,21,Male,3,-1.0,1
M,African_American,56,Female,0,0.0,0
F,Caucasian,52,Female,0,-1.0,1
F,African_American,51,Male,0,-1.0,1
F,African_American,69,Male,1,-1.0,1
F,African_American,23,Male,1,-2.0,0
F,Caucasian,62,Male,0,-1.0,0
F,African_American,37,Male,13,-1.0,1
M,Other,23,Female,0,-1.0,0
M,African_American,33,Male,1,-1.0,1
M,Hispanic,51,Male,0,-1.0,0
F,Caucasian,52,Male,0,-1.0,0
M,Caucasian,22,Female,0,-1.0,0
F,Caucasian,32,Male,1,-1.0,0
F,African_American,48,Male,0,0.0,0
M,African_American,30,Male,8,-1.0,1
M,African_American,28,Male,8,-1.0,1
F,Caucasian,47,Male,2,-7.0,0
M,Caucasian,58,Male,0,0.0,0
F,Caucasian,41,Male,0,-1.0,0
F,Caucasian,44,Male,0,-1.0,0
F,Caucasian,34,Male,4,0.0,0
M,Caucasian,49,Male,4,0.0,1
M,Caucasian,59,Male,3,-3.0,0
F,Asian,38,Male,2,0.0,0
F,African_American,30,Male,12,0.0,1
F,Caucasian,46,Female,0,0.0,0
M,African_American,69,Male,3,0.0,0
